scenario_id,primary_tag,overpass,has_traffic_light,signalized_intersection,unsignalized_intersection,lane_freeway_ratio,lane_surface_ratio,is_freeway_dominant,lane_total,lane_multi_entry_count,lane_multi_exit_count,lane_branching_count
sd_waymo_v1.2_c687f2fb0d58bc1b.pkl,overpass,True,False,False,True,0.6888888888888889,0.3111111111111111,True,45,3,1,3
sd_waymo_v1.2_da526f0070352192.pkl,intersection,False,False,False,True,0.0,0.9130434782608695,False,69,9,11,6
sd_waymo_v1.2_c0c8043edff2bd69.pkl,overpass,True,False,False,True,0.38028169014084506,0.6197183098591549,False,71,12,10,13
sd_waymo_v1.2_8095319e4d5024e5.pkl,overpass,True,False,False,True,0.0,1.0,False,94,24,21,23
sd_waymo_v1.2_172d74da9ec4f191.pkl,intersection,False,False,False,True,0.0,1.0,False,69,18,18,18
sd_waymo_v1.2_73d572e19cf2d473.pkl,freeway,False,False,False,False,1.0,0.0,True,19,0,0,0
sd_waymo_v1.2_8e92ca3f7a3a62d3.pkl,intersection,False,False,False,True,0.0,0.8271604938271605,False,81,11,13,15
sd_waymo_v1.2_dbfb3705f32b1f2e.pkl,intersection,False,False,False,True,0.0,0.8814814814814815,False,135,20,20,22
sd_waymo_v1.2_de3bae4bfb6e7c48.pkl,intersection,False,False,False,True,0.0,1.0,False,93,25,25,18
sd_waymo_v1.2_6f6449fb5b2e2cc.pkl,intersection,False,False,False,True,0.25925925925925924,0.7407407407407407,False,81,16,15,15
sd_waymo_v1.2_1b8d1ad10f5faaac.pkl,intersection,False,False,False,True,0.0,0.92,False,125,28,27,18
sd_waymo_v1.2_7d68db684fdfd289.pkl,intersection,False,False,False,True,0.0,0.9036144578313253,False,83,17,17,18
sd_waymo_v1.2_22bb7b8a5a440146.pkl,intersection,False,False,False,True,0.0,0.926829268292683,False,82,16,15,16
sd_waymo_v1.2_44560ffd91f7ad39.pkl,intersection,False,False,False,True,0.0,0.9565217391304348,False,92,18,20,14
sd_waymo_v1.2_a1d34fc44b18d81a.pkl,intersection,False,False,False,True,0.0,0.7692307692307693,False,78,15,16,14
sd_waymo_v1.2_b15ba9f872fde55c.pkl,overpass,True,False,False,True,0.4794520547945205,0.4931506849315068,False,73,4,5,6
sd_waymo_v1.2_71bb5b006c7a7978.pkl,freeway,False,False,False,True,0.6571428571428571,0.34285714285714286,True,35,2,1,2
sd_waymo_v1.2_544b5faf4452b2b.pkl,intersection,False,False,False,True,0.0,1.0,False,96,26,26,22
sd_waymo_v1.2_916493cc38e77e0a.pkl,overpass,True,False,False,False,1.0,0.0,True,38,0,0,0
sd_waymo_v1.2_76abfafc4a782b1c.pkl,intersection,False,False,False,True,0.0,1.0,False,50,13,13,12
sd_waymo_v1.2_6c967e9f6ec88313.pkl,intersection,False,False,False,True,0.0,1.0,False,103,28,28,18
sd_waymo_v1.2_fc1c481a2622d234.pkl,intersection,False,False,False,True,0.0,0.9864864864864865,False,74,15,15,23
sd_waymo_v1.2_8cc400e8c96c5bdf.pkl,intersection,False,False,False,True,0.0,0.9166666666666666,False,276,51,52,57
sd_waymo_v1.2_914876b02c6e0598.pkl,intersection,False,False,False,True,0.0,0.9154929577464789,False,71,9,11,6
sd_waymo_v1.2_f1cf1640503de2d0.pkl,intersection,False,False,False,True,0.0,0.8541666666666666,False,96,21,22,15
sd_waymo_v1.2_76e95e0c2da576e1.pkl,intersection,False,False,False,True,0.0,1.0,False,242,65,63,61
sd_waymo_v1.2_2063f1d52629f2b7.pkl,intersection,False,False,False,True,0.0,0.9572649572649573,False,117,28,27,19
sd_waymo_v1.2_3874a889c613def0.pkl,intersection,False,False,False,True,0.0,0.9558823529411765,False,68,16,13,15
sd_waymo_v1.2_565c1c1b6e031c2e.pkl,overpass,True,False,False,True,0.6,0.4,True,30,1,2,2
sd_waymo_v1.2_44c7962b7983b4f7.pkl,overpass,True,False,False,True,0.9,0.1,True,40,3,2,4
sd_waymo_v1.2_f99cb0606af2f1cb.pkl,intersection,False,False,False,True,0.0,0.9611650485436893,False,103,20,17,13
sd_waymo_v1.2_c1689f1b159ec27b.pkl,intersection,False,False,False,True,0.0,0.801980198019802,False,101,15,14,16
sd_waymo_v1.2_51a711a0c4613bb1.pkl,intersection,False,False,False,True,0.0,0.99,False,200,41,40,44
sd_waymo_v1.2_cfd17caa4758dbf8.pkl,overpass,True,False,False,True,0.3382352941176471,0.6617647058823529,False,68,11,9,12
sd_waymo_v1.2_ae29db78b72cdeab.pkl,overpass,True,False,False,True,0.2087912087912088,0.7912087912087912,False,91,19,19,19
sd_waymo_v1.2_6b1c1b106c54e11d.pkl,intersection,False,False,False,True,0.0,0.8415841584158416,False,101,13,11,17
sd_waymo_v1.2_7b71b78b8153f8d1.pkl,overpass,True,False,False,True,0.0,0.8,False,45,7,7,9
sd_waymo_v1.2_d353400fccc8032a.pkl,freeway,False,False,False,True,0.6875,0.3125,True,32,2,1,2
sd_waymo_v1.2_b3b7cada9aab2fad.pkl,overpass,True,False,False,True,0.515625,0.484375,True,64,7,7,5
sd_waymo_v1.2_f80e3bccd74afe00.pkl,intersection,False,False,False,True,0.0,1.0,False,78,12,12,13
sd_waymo_v1.2_218a705aedd42af0.pkl,overpass,True,False,False,True,0.547945205479452,0.4246575342465753,True,73,3,2,5
sd_waymo_v1.2_d3601494341b106b.pkl,intersection,False,False,False,True,0.0,0.9139784946236559,False,186,33,31,27
sd_waymo_v1.2_4065b2f4cf2defa1.pkl,overpass,True,False,False,True,0.15555555555555556,0.6222222222222222,False,45,7,7,7
sd_waymo_v1.2_4d59940ed2422298.pkl,overpass,True,False,False,True,0.811965811965812,0.1111111111111111,True,117,6,4,6
sd_waymo_v1.2_5d4b948d2805140.pkl,intersection,False,False,False,True,0.0,0.9037037037037037,False,135,25,23,25
sd_waymo_v1.2_3c02050c76f1024d.pkl,intersection,False,False,False,True,0.0,0.8833333333333333,False,120,20,15,20
sd_waymo_v1.2_14816378d02555df.pkl,intersection,False,False,False,True,0.0,0.8210526315789474,False,95,15,16,14
sd_waymo_v1.2_575b69df420671b9.pkl,intersection,False,False,False,True,0.0,0.8444444444444444,False,90,14,15,14
sd_waymo_v1.2_a235613263c2ce0f.pkl,intersection,False,False,False,True,0.0,0.8315789473684211,False,95,17,19,20
sd_waymo_v1.2_73ad43e6e01e73f8.pkl,intersection,False,False,False,True,0.0,0.9047619047619048,False,126,17,13,16
sd_waymo_v1.2_518d25902f0d95.pkl,intersection,False,False,False,True,0.0,0.8775510204081632,False,98,14,16,17
sd_waymo_v1.2_30bf4cc3c242b9c4.pkl,intersection,False,False,False,True,0.0,1.0,False,122,12,13,17
sd_waymo_v1.2_8132c0f45ff3778e.pkl,intersection,False,False,False,True,0.0,0.9375,False,32,5,6,4
sd_waymo_v1.2_7bce51789156e48.pkl,intersection,False,False,False,True,0.0,0.8518518518518519,False,81,16,15,13
sd_waymo_v1.2_454dd15f892d8bba.pkl,intersection,False,False,False,True,0.0,0.896551724137931,False,116,19,17,14
sd_waymo_v1.2_11861c6c5d9efebd.pkl,intersection,False,False,False,True,0.0,0.819672131147541,False,122,20,20,23
sd_waymo_v1.2_7378cc0558a60324.pkl,intersection,False,False,False,True,0.0,0.9024390243902439,False,205,43,38,34
sd_waymo_v1.2_b65e4295a6afd74d.pkl,intersection,False,False,False,True,0.0,0.9130434782608695,False,92,16,13,11
sd_waymo_v1.2_2f9c50c92738ee73.pkl,intersection,False,False,False,True,0.0,0.8486842105263158,False,152,29,25,24
sd_waymo_v1.2_64ab59a734dcb6d2.pkl,intersection,False,False,False,True,0.0,0.9777777777777777,False,45,7,6,3
sd_waymo_v1.2_6914ba23c5ffd8b4.pkl,intersection,False,False,False,True,0.0,0.9712460063897763,False,313,76,78,70
sd_waymo_v1.2_f5340b3e77bc08e0.pkl,intersection,False,False,False,True,0.0,0.9144144144144144,False,222,38,40,42
sd_waymo_v1.2_69f27ebbddb99b2c.pkl,intersection,False,False,False,True,0.0,1.0,False,97,18,17,14
sd_waymo_v1.2_20ae0871e1ea6c92.pkl,intersection,False,False,False,True,0.0,0.8857142857142857,False,70,9,5,6
sd_waymo_v1.2_13b5aa92c58a08a5.pkl,intersection,False,False,False,True,0.0,0.9444444444444444,False,54,9,10,5
sd_waymo_v1.2_29260c49c19961d1.pkl,intersection,False,False,False,True,0.0,0.9715639810426541,False,211,40,37,47
sd_waymo_v1.2_226ec01480b0c539.pkl,freeway,False,False,False,True,0.5151515151515151,0.48484848484848486,True,33,2,1,2
sd_waymo_v1.2_c9a9be857ebe5650.pkl,intersection,False,False,False,True,0.0,0.8541666666666666,False,96,16,14,11
sd_waymo_v1.2_12474cdc692deea.pkl,overpass,True,False,False,True,0.6607142857142857,0.3392857142857143,True,56,3,2,5
sd_waymo_v1.2_a1efece6c3796014.pkl,intersection,False,False,False,True,0.0,0.8795180722891566,False,166,26,25,29
sd_waymo_v1.2_3ce913cbb9447cd1.pkl,intersection,False,False,False,True,0.07291666666666667,0.9270833333333334,False,192,47,45,39
sd_waymo_v1.2_1f4cd0a502318b49.pkl,intersection,False,False,False,True,0.0,0.8670520231213873,False,173,32,38,33
sd_waymo_v1.2_7ccafc01f9a6e443.pkl,overpass,True,False,False,True,1.0,0.0,True,8,1,0,0
sd_waymo_v1.2_6c9618b611c279fa.pkl,overpass,True,False,False,True,0.0,0.96875,False,128,16,14,20
sd_waymo_v1.2_10aff896fd4a98b.pkl,intersection,False,False,False,True,0.0,0.9155844155844156,False,154,29,26,27
sd_waymo_v1.2_b85ce0b816088a15.pkl,intersection,False,False,False,True,0.0,1.0,False,44,8,8,14
sd_waymo_v1.2_7410946c75a41a04.pkl,overpass,True,False,False,True,0.4634146341463415,0.5365853658536586,False,41,7,7,3
sd_waymo_v1.2_19dc5b6a2bb6203e.pkl,intersection,False,False,False,True,0.0,0.888235294117647,False,170,23,23,24
sd_waymo_v1.2_7ae1b9453c1b3360.pkl,intersection,False,False,False,True,0.0,0.88,False,150,32,30,31
sd_waymo_v1.2_da0ae7f2d8ec425d.pkl,intersection,False,False,False,True,0.0,0.7906976744186046,False,43,7,7,8
sd_waymo_v1.2_a26ee44d006b1c77.pkl,intersection,False,False,False,True,0.0,1.0,False,206,45,45,42
sd_waymo_v1.2_94c80930ec01ec1.pkl,intersection,False,False,False,True,0.0,0.9753086419753086,False,81,15,14,11
sd_waymo_v1.2_c074236bd6f81c76.pkl,overpass,True,False,False,True,0.0,1.0,False,206,46,40,52
sd_waymo_v1.2_cc3ebcaf87dd0213.pkl,intersection,False,False,False,True,0.0,0.8709677419354839,False,93,15,14,11
sd_waymo_v1.2_27035e59a3bbe613.pkl,intersection,False,False,False,True,0.0,0.9174311926605505,False,109,16,17,15
sd_waymo_v1.2_c2ff029470c3ea8a.pkl,intersection,False,False,False,True,0.0,1.0,False,37,7,7,7
sd_waymo_v1.2_382348523996862d.pkl,intersection,False,False,False,True,0.0,1.0,False,53,13,10,9
sd_waymo_v1.2_2000bb47aab15670.pkl,freeway,False,False,False,False,1.0,0.0,True,17,0,0,0
sd_waymo_v1.2_f05cd7bc33c8a41f.pkl,intersection,False,False,False,True,0.0,0.9852941176470589,False,204,55,55,53
sd_waymo_v1.2_7e26abf0ac675d9f.pkl,overpass,True,False,False,True,1.0,0.0,True,20,0,1,0
sd_waymo_v1.2_eecf9b88e5db58b2.pkl,intersection,False,False,False,True,0.0,0.9269102990033222,False,301,69,64,70
sd_waymo_v1.2_c4513142990eb1da.pkl,overpass,True,False,False,False,0.5111111111111111,0.4888888888888889,True,45,0,0,0
sd_waymo_v1.2_9dd6aaf637ffcea2.pkl,intersection,False,False,False,True,0.0,0.8979591836734694,False,98,19,20,17
sd_waymo_v1.2_5b7564fcff607d8c.pkl,intersection,False,False,False,True,0.0,0.9078947368421053,False,152,28,28,35
sd_waymo_v1.2_d9b87c38f7318c1e.pkl,overpass,True,False,False,True,0.6417910447761194,0.3582089552238806,True,67,2,1,3
sd_waymo_v1.2_b1d8c25228794ecc.pkl,overpass,True,False,False,True,1.0,0.0,True,19,1,1,1
sd_waymo_v1.2_2a8e00cb944beb41.pkl,intersection,False,False,False,True,0.0,1.0,False,56,15,15,10
sd_waymo_v1.2_e5432640d6e8421c.pkl,overpass,True,False,False,True,0.41025641025641024,0.5897435897435898,False,78,2,3,2
sd_waymo_v1.2_87db2099949e3154.pkl,overpass,True,False,False,True,0.22666666666666666,0.7733333333333333,False,75,12,10,16
sd_waymo_v1.2_5720da2b0cfa888c.pkl,intersection,False,False,False,True,0.0,1.0,False,77,13,15,14
sd_waymo_v1.2_f76eb74df7e3315c.pkl,overpass,True,False,False,True,0.0,0.925,False,80,19,17,19
sd_waymo_v1.2_35c93a73700844cd.pkl,intersection,False,False,False,True,0.0,1.0,False,138,32,27,33
sd_waymo_v1.2_63ce781bebdcc9ac.pkl,intersection,False,False,False,True,0.3333333333333333,0.6666666666666666,False,54,8,7,10
sd_waymo_v1.2_cda915d8869235bc.pkl,overpass,True,False,False,True,0.6521739130434783,0.34782608695652173,True,46,2,1,3
sd_waymo_v1.2_9611d774f7e3e3ab.pkl,intersection,False,False,False,True,0.0,1.0,False,64,8,11,11
sd_waymo_v1.2_72865650078932be.pkl,intersection,False,False,False,True,0.0,0.8942307692307693,False,104,17,14,20
sd_waymo_v1.2_87ca9b0f929a6c54.pkl,intersection,False,False,False,True,0.0,0.869281045751634,False,153,23,21,27
sd_waymo_v1.2_a7f0d6c9a7130594.pkl,intersection,False,False,False,True,0.0,0.9454545454545454,False,385,89,83,90
sd_waymo_v1.2_f844517b331d6ec.pkl,intersection,False,False,False,True,0.0,1.0,False,151,39,39,38
sd_waymo_v1.2_296ab614e99b7836.pkl,intersection,False,False,False,True,0.0,0.9661016949152542,False,59,10,8,9
sd_waymo_v1.2_52c961471ee5ddb.pkl,overpass,True,False,False,True,0.175,0.825,False,80,17,16,18
sd_waymo_v1.2_c4d55d23de8fd419.pkl,intersection,False,False,False,True,0.0,0.9148936170212766,False,188,35,34,41
sd_waymo_v1.2_136080328c1c28a3.pkl,intersection,False,False,False,True,0.0,1.0,False,141,32,34,35
sd_waymo_v1.2_23d09b20c4374efe.pkl,intersection,False,False,False,True,0.0,1.0,False,26,4,4,8
sd_waymo_v1.2_eefb1d6809fd0409.pkl,intersection,False,False,False,True,0.0,1.0,False,35,4,4,3
sd_waymo_v1.2_bf124d587a57ed0d.pkl,intersection,False,False,False,True,0.0,1.0,False,20,0,1,1
sd_waymo_v1.2_9a5dc174805e1ff2.pkl,overpass,True,False,False,True,0.6333333333333333,0.36666666666666664,True,30,1,2,2
sd_waymo_v1.2_bbf21beef7410bf3.pkl,intersection,False,False,False,True,0.0,0.9047619047619048,False,21,1,3,2
sd_waymo_v1.2_68d821e7f5afce54.pkl,intersection,False,False,False,True,0.0,0.8953488372093024,False,258,47,42,50
sd_waymo_v1.2_fd0f11baf44c4463.pkl,freeway,False,False,False,False,1.0,0.0,True,15,0,0,0
sd_waymo_v1.2_99b6f06e3a8e24ae.pkl,intersection,False,False,False,True,0.0,0.9481865284974094,False,193,41,40,48
sd_waymo_v1.2_33a88232e04d0253.pkl,intersection,False,False,False,True,0.0,1.0,False,105,27,27,22
sd_waymo_v1.2_feb96d3bf105c350.pkl,overpass,True,False,False,True,0.32558139534883723,0.6744186046511628,False,43,5,4,6
sd_waymo_v1.2_235639a59db65f89.pkl,intersection,False,False,False,True,0.0,0.9921259842519685,False,127,24,22,22
sd_waymo_v1.2_1c18cfee63e424b2.pkl,overpass,True,False,False,True,0.0,0.9411764705882353,False,102,25,21,23
sd_waymo_v1.2_7ff1c501e1c3ffda.pkl,intersection,False,False,False,True,0.0,0.9142857142857143,False,70,11,13,6
